yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Ratings,Age,VisitFrequency,Gender
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+1,+1,55,Every three months,Male
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,-3,32,Once a year,Female
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,32,Once a month,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,+2,47,Every three months,Male
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,I hate it!-5,-5,31,Once a year,Male
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,+1,55,Once a year,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,-4,-4,60,Once a year,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,70,Once a week,Male
Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+4,+4,49,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,+2,55,Once a year,Female
No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,-2,50,Every three months,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,26,Once a month,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,-4,55,Once a year,Male
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-3,-3,57,Every three months,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,-1,20,Once a month,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,+4,46,Once a month,Female
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,62,Never,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,0,59,Every three months,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,53,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,57,Every three months,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,59,Every three months,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,+1,36,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,+4,57,Once a month,Male
Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,33,Once a month,Female
No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,+3,+3,38,Once a month,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,37,Every three months,Male
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+4,+4,25,More than once a week,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,-3,42,Once a week,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,+3,55,Every three months,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,+2,21,Once a week,Male
No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,-5,44,Once a year,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+4,+4,41,Once a week,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,25,Never,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,+5,24,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,+4,61,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,27,Once a month,Female
Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,+1,+1,61,Once a month,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+3,+3,55,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,+5,29,Once a week,Male
Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,+4,+4,31,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,50,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,-3,-3,55,Never,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+1,+1,18,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+1,+1,52,Every three months,Female
No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,0,43,Once a month,Male
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,47,Once a year,Male
Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,+2,+2,36,Once a week,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,+3,52,Once a month,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,+4,41,Every three months,Male
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,-3,30,Every three months,Male
